Date/Time	GHI	DIF	Temp	WS
2017-01-01 07:00:00	14.097655197520266	18.390804651116575	4.632965517241381	1.3566206896551725
2017-01-01 08:00:00	89.73693870668815	88.49152574655925	5.025699999999998	0.8363499999999998
2017-01-01 09:00:00	199.60403071320994	173.48211027134616	6.021349999999999	1.751183333333333
2017-01-01 10:00:00	270.01192774397236	235.77024617886588	7.73473333333333	2.580833333333335
2017-01-01 11:00:00	387.7719196585115	228.615820071118	8.743333333333332	3.4998166666666664
2017-01-01 12:00:00	424.40075177237225	163.92278738614525	9.350333333333332	3.5411333333333337
2017-01-01 13:00:00	392.0068726237849	152.24670398482274	9.827999999999996	3.4836833333333326
2017-01-01 14:00:00	304.6979760832193	108.45197695123271	10.308833333333329	2.752616666666668
2017-01-01 15:00:00	163.07577822953186	73.11676052555075	10.545333333333332	1.9408000000000005
2017-01-01 16:00:00	27.329899082076235	25.538777434097288	10.067818181818177	1.161309090909091
2017-01-02 07:00:00	0.597431228202991	4.035512510088781	4.554285714285713	1.7964285714285715
2017-01-02 08:00:00	9.189853094852959	12.344632753769108	4.747983333333334	2.0116499999999995
2017-01-02 09:00:00	32.85972426505402	35.74764588233889	5.1350166666666635	2.1258166666666662
2017-01-02 10:00:00	36.31121258932949	39.42372878617037	5.4484166666666685	2.6121166666666666
2017-01-02 11:00:00	39.0321719015228	41.66666680697892	5.597283333333328	2.4426
2017-01-02 12:00:00	60.708084246363356	62.99246684867333	5.612849999999995	3.127716666666666
2017-01-02 13:00:00	39.41508224825994	42.22033903872675	5.736816666666666	3.554483333333334
2017-01-02 14:00:00	32.84384296635706	35.89830520911855	5.7962833333333394	3.455533333333333
2017-01-02 15:00:00	15.949900454464592	19.615819098922497	5.763900000000001	3.491000000000001
2017-01-02 16:00:00	5.436035738263969	8.961707521966625	5.675733333333331	2.9788444444444457
2017-01-03 07:00:00	0.3970270877900361	3.24858757693552	5.2	2.82775
2017-01-03 08:00:00	5.2425218197177506	8.23728815282357	5.273999999999997	2.6946333333333334
2017-01-03 09:00:00	11.189104902006205	14.387947340581825	5.308500000000003	2.4871166666666675
2017-01-03 10:00:00	34.28549226435224	37.25047084010029	5.3277166666666735	2.7662000000000018
2017-01-03 11:00:00	56.80310297509432	59.71563081283355	5.300000000000006	2.8000000000000016
2017-01-03 12:00:00	67.92691919786084	71.35028303679772	5.300000000000006	2.8000000000000016
2017-01-03 13:00:00	114.86963492126812	118.01129961193392	5.300000000000006	2.8000000000000016
2017-01-03 14:00:00	75.08928701739066	79.88700517602335	5.300000000000006	2.8000000000000016
2017-01-03 15:00:00	28.474780746719023	33.32580036699434	5.300000000000006	2.8000000000000016
2017-01-03 16:00:00	7.731440319190492	12.418079121553964	5.300000000000003	2.799999999999998
2017-01-04 07:00:00	15.451704882828883	19.23414942272339	5.3	2.799999999999999
2017-01-04 08:00:00	54.920311998218054	59.66666671964857	9.145049999999998	3.443216666666666
2017-01-04 09:00:00	67.97632632124764	73.00941632067865	9.053833333333333	2.357733333333334
2017-01-04 10:00:00	153.9706228753371	161.53107367441933	10.546999999999997	4.401316666666667
2017-01-04 11:00:00	219.4853817316536	153.45197713981239	10.836000000000002	5.379566666666666
2017-01-04 12:00:00	443.3927639470519	125.7984930063596	11.281000000000004	7.710649999999999
2017-01-04 13:00:00	435.6357397154237	75.69868180711391	10.868833333333335	8.1702
2017-01-04 14:00:00	359.47888954538035	57.89830528634639	10.209166666666668	7.9899000000000004
2017-01-04 15:00:00	211.47249501863396	45.563088298517435	9.410666666666666	8.216333333333333
2017-01-04 16:00:00	57.215861342409845	22.359475140985737	8.0015593220339	7.13828813559322
2017-01-05 07:00:00	3.820801667919223	7.331339291418537	-2.0924705882352947	3.9488823529411765
2017-01-05 08:00:00	20.317198303014933	24.27495282192463	-1.9960833333333345	3.1715999999999998
2017-01-05 09:00:00	58.290631127594075	63.34651667070479	-1.7410999999999996	2.2508333333333335
2017-01-05 10:00:00	108.91775703303628	115.4821087411568	-1.2399333333333333	1.3237833333333324
2017-01-05 11:00:00	187.6155796553717	196.08098010334376	-0.8163666666666666	1.3805999999999998
2017-01-05 12:00:00	160.51010050643234	169.01883207921026	-0.39283333333333326	1.6360833333333324
2017-01-05 13:00:00	140.26524899806543	148.4839927454228	-0.08066666666666668	1.8372333333333337
2017-01-05 14:00:00	89.5146036276302	96.0960453288479	-0.9075166666666663	2.9727666666666663
2017-01-05 15:00:00	61.6962404658947	66.95668559289922	-0.5909999999999999	3.505033333333333
2017-01-05 16:00:00	37.09419265318154	37.73816512669361	-0.833879310344827	2.0974310344827587
2017-01-06 07:00:00	10.477102961360762	14.430320139434151	-2.6945833333333327	3.7227916666666676
2017-01-06 08:00:00	47.68030298973041	51.47645943806894	-3.1162166666666673	3.4268
2017-01-06 09:00:00	265.5246404347194	93.67608305649121	-3.0799166666666666	4.942899999999997
2017-01-06 10:00:00	267.2697970830774	227.2693026537276	-2.992833333333331	5.418750000000001
2017-01-06 11:00:00	442.3975475348812	319.30320231478987	-3.0218500000000006	5.422116666666667
2017-01-06 12:00:00	321.7348502702372	287.28060219471956	-3.2547499999999996	5.4434499999999995
2017-01-06 13:00:00	251.3569509793409	253.67043337130505	-3.3062666666666685	5.0853833333333345
2017-01-06 14:00:00	137.78603562091837	144.07344659169516	-3.594733333333331	5.299266666666668
2017-01-06 15:00:00	75.83216842823003	81.72316380588796	-3.617649999999998	4.618266666666667
2017-01-06 16:00:00	24.484779219771433	28.840266975550755	-3.8272181818181843	3.8105090909090915
